Random Generator,bet,02-2007,04-2007,06-2007,08-2007,10-2007,12-2007,02-2008,04-2008,06-2008,08-2008,10-2008,12-2008,02-2009,04-2009,06-2009,08-2009,10-2009,12-2009,02-2010,04-2010,06-2010,08-2010,10-2010,12-2010,02-2011,04-2011,06-2011,08-2011,10-2011,12-2011,02-2012,04-2012,06-2012,08-2012,10-2012,12-2012,02-2013,04-2013,06-2013,08-2013,10-2013,12-2013,02-2014,04-2014,06-2014,08-2014,10-2014,12-2014,02-2015,04-2015,06-2015,08-2015,10-2015,12-2015,02-2016,04-2016,06-2016,08-2016,10-2016,12-2016,02-2017,04-2017,06-2017,08-2017,10-2017,12-2017,02-2018,04-2018,06-2018,08-2018,10-2018,12-2018,02-2019,04-2019,06-2019,08-2019,10-2019,12-2019
401,0.121298028283934,0.14522821576763487,0.17012448132780084,0.18565400843881857,0.1888412017167382,0.15217391304347827,0.14410480349344978,0.03463203463203463,0.025974025974025976,0.02145922746781116,0.0423728813559322,0.07203389830508475,0.10344827586206896,0.03463203463203463,0.030303030303030304,0.025974025974025976,0.043478260869565216,0.039301310043668124,0.05194805194805195,0.004310344827586207,0.004310344827586207,0.008658008658008658,0.008547008547008548,0.029914529914529916,0.04721030042918455,0.02564102564102564,0.029661016949152543,0.04680851063829787,0.05106382978723404,0.046218487394957986,0.05,0.03305785123966942,0.03333333333333333,0.025,0.024793388429752067,0.028688524590163935,0.037037037037037035,0.012396694214876033,0.012195121951219513,0.02040816326530612,0.024691358024691357,0.012244897959183673,0.016129032258064516,0.0,0.00411522633744856,0.008333333333333333,0.012345679012345678,0.016597510373443983,0.025,0.028925619834710745,0.04526748971193416,0.05263157894736842,0.04032258064516129,0.044,0.0321285140562249,0.015873015873015872,0.016,0.0199203187250996,0.01606425702811245,0.012096774193548387,0.004016064257028112,0.004,0.008097165991902834,0.008032128514056224,0.012096774193548387,0.019305019305019305,0.015267175572519083,0.011363636363636364,0.011363636363636364,0.026119402985074626,0.02952029520295203,0.0364963503649635,0.03663003663003663,0.03308823529411765,0.0299625468164794,0.03345724907063197,0.033582089552238806,0.04150943396226415,0.04980842911877394
402,0.101335761446358,0.13147410358565736,0.12903225806451613,0.14516129032258066,0.15810276679841898,0.14682539682539683,0.1593625498007968,0.04897959183673469,0.05263157894736842,0.08097165991902834,0.11475409836065574,0.08979591836734693,0.09055118110236221,0.035856573705179286,0.045081967213114756,0.044715447154471545,0.037037037037037035,0.049586776859504134,0.06557377049180328,0.032520325203252036,0.024193548387096774,0.008130081300813009,0.016666666666666666,0.024793388429752067,0.02857142857142857,0.004132231404958678,0.004166666666666667,0.0,0.0,0.00411522633744856,0.004201680672268907,0.0,0.0,0.0,0.00425531914893617,0.00823045267489712,0.012345679012345678,0.008298755186721992,0.004149377593360996,0.0,0.00796812749003984,0.008097165991902834,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0.124378430878523,0.1991869918699187,0.1927710843373494,0.21138211382113822,0.23770491803278687,0.21991701244813278,0.2,0.09205020920502092,0.11392405063291139,0.10504201680672269,0.08713692946058091,0.05785123966942149,0.07818930041152264,0.07407407407407407,0.07851239669421488,0.06639004149377593,0.08264462809917356,0.09504132231404959,0.06967213114754098,0.0163265306122449,0.016260162601626018,0.012244897959183673,0.01639344262295082,0.027777777777777776,0.03968253968253968,0.0199203187250996,0.02766798418972332,0.03488372093023256,0.04296875,0.039525691699604744,0.039525691699604744,0.019762845849802372,0.03557312252964427,0.05555555555555555,0.0546875,0.06201550387596899,0.08045977011494253,0.023622047244094488,0.04780876494023904,0.05668016194331984,0.04897959183673469,0.03614457831325301,0.016194331983805668,0.004016064257028112,0.004081632653061225,0.012048192771084338,0.023715415019762844,0.0196078431372549,0.023346303501945526,0.008032128514056224,0.003968253968253968,0.003937007874015748,0.012048192771084338,0.020161290322580645,0.016129032258064516,0.0163265306122449,0.020491803278688523,0.012605042016806723,0.008368200836820083,0.008298755186721992,0.012448132780082987,0.02066115702479339,0.02040816326530612,0.044,0.039525691699604744,0.0392156862745098,0.0421455938697318,0.05263157894736842,0.056818181818181816,0.09615384615384616,0.1,0.11406844106463879,0.11567164179104478,0.1391941391941392,0.16483516483516483,0.1865671641791045,0.16605166051660517,0.15985130111524162,0.16666666666666666
404,0.11634608669036,0.1799163179916318,0.17672413793103448,0.16521739130434782,0.18723404255319148,0.18220338983050846,0.15948275862068967,0.034482758620689655,0.02631578947368421,0.02608695652173913,0.030434782608695653,0.04741379310344827,0.034334763948497854,0.008771929824561403,0.0043859649122807015,0.0,0.0043859649122807015,0.008771929824561403,0.017467248908296942,0.008547008547008548,0.00423728813559322,0.0,0.0,0.0,0.004424778761061947,0.004524886877828055,0.0,0.004524886877828055,0.0,0.0,0.004608294930875576,0.0045662100456621,0.0091324200913242,0.013392857142857142,0.013392857142857142,0.013392857142857142,0.008928571428571428,0.0,0.00904977375565611,0.018018018018018018,0.017857142857142856,0.017937219730941704,0.017857142857142856,0.017937219730941704,0.02252252252252252,0.03139013452914798,0.0273972602739726,0.0365296803652968,0.0319634703196347,0.013824884792626729,0.023255813953488372,0.03271028037383177,0.023809523809523808,0.004878048780487805,0.0,0.0,0.0048543689320388345,0.009478672985781991,0.013888888888888888,0.0228310502283105,0.027149321266968326,0.008849557522123894,0.008771929824561403,0.008583690987124463,0.012711864406779662,0.01282051282051282,0.017241379310344827,0.012987012987012988,0.004366812227074236,0.0,0.004347826086956522,0.004291845493562232,0.008438818565400843,0.008368200836820083,0.004201680672268907,0.0041841004184100415,0.0,0.004098360655737705,0.008264462809917356
405,0.105896737242102,0.14349775784753363,0.14601769911504425,0.13392857142857142,0.12669683257918551,0.11711711711711711,0.13333333333333333,0.036036036036036036,0.02304147465437788,0.018604651162790697,0.009433962264150943,0.009345794392523364,0.013761467889908258,0.0,0.0,0.004273504273504274,0.008620689655172414,0.01276595744680851,0.008403361344537815,0.004201680672268907,0.0041841004184100415,0.004149377593360996,0.012552301255230125,0.01293103448275862,0.01680672268907563,0.0,0.0,0.0,0.0,0.004273504273504274,0.00423728813559322,0.0,0.0,0.0,0.004132231404958678,0.004132231404958678,0.004201680672268907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0.105443612987767,0.08520179372197309,0.08888888888888889,0.0990990990990991,0.1111111111111111,0.10619469026548672,0.07488986784140969,0.013333333333333334,0.013100436681222707,0.00881057268722467,0.008695652173913044,0.013043478260869565,0.04219409282700422,0.02531645569620253,0.029411764705882353,0.029411764705882353,0.038135593220338986,0.0425531914893617,0.05128205128205128,0.02553191489361702,0.029045643153526972,0.02109704641350211,0.012987012987012988,0.0211864406779661,0.038135593220338986,0.00847457627118644,0.025210084033613446,0.03361344537815126,0.042735042735042736,0.05172413793103448,0.055793991416309016,0.029787234042553193,0.02586206896551724,0.03418803418803419,0.03389830508474576,0.04201680672268908,0.02531645569620253,0.008403361344537815,0.00847457627118644,0.008368200836820083,0.0163265306122449,0.020161290322580645,0.028455284552845527,0.00823045267489712,0.016129032258064516,0.008333333333333333,0.020833333333333332,0.02032520325203252,0.016129032258064516,0.0,0.0,0.0,0.00392156862745098,0.011764705882352941,0.01556420233463035,0.003952569169960474,0.00392156862745098,0.00398406374501992,0.003937007874015748,0.004016064257028112,0.003952569169960474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01606425702811245,0.0321285140562249,0.027450980392156862,0.03861003861003861,0.03474903474903475,0.04263565891472868,0.04868913857677903,0.045112781954887216,0.04961832061068702
407,0.106012101503189,0.19004524886877827,0.20276497695852536,0.23963133640552994,0.2222222222222222,0.2175925925925926,0.20657276995305165,0.0660377358490566,0.055299539170506916,0.05045871559633028,0.0365296803652968,0.03669724770642202,0.05454545454545454,0.013513513513513514,0.008928571428571428,0.013761467889908258,0.01809954751131222,0.0182648401826484,0.018018018018018018,0.008888888888888889,0.0,0.0,0.0,0.004347826086956522,0.004405286343612335,0.0,0.004329004329004329,0.008658008658008658,0.00881057268722467,0.008771929824561403,0.004347826086956522,0.0,0.008403361344537815,0.012552301255230125,0.012711864406779662,0.00423728813559322,0.0,0.004149377593360996,0.004201680672268907,0.004166666666666667,0.00819672131147541,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.130625988617917,0.1694915254237288,0.17083333333333334,0.15767634854771784,0.15139442231075698,0.13671875,0.16602316602316602,0.06589147286821706,0.06640625,0.08560311284046693,0.11742424242424243,0.10727969348659004,0.10112359550561797,0.03759398496240601,0.057692307692307696,0.0648854961832061,0.06153846153846154,0.07307692307692308,0.060836501901140684,0.05725190839694656,0.07692307692307693,0.09125475285171103,0.10150375939849623,0.08888888888888889,0.09701492537313433,0.03018867924528302,0.030303030303030304,0.018796992481203006,0.02247191011235955,0.026615969581749048,0.02681992337164751,0.007633587786259542,0.007722007722007722,0.007722007722007722,0.01953125,0.02702702702702703,0.02390438247011952,0.0040650406504065045,0.00823045267489712,0.012195121951219513,0.012145748987854251,0.016,0.023622047244094488,0.011811023622047244,0.011811023622047244,0.015748031496062992,0.019762845849802372,0.023809523809523808,0.024291497975708502,0.02390438247011952,0.012048192771084338,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0038022813688212928,0.00390625,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0038461538461538464,0.003937007874015748,0.00392156862745098,0.00390625,0.0,0.0,0.0,0.0,0.0,0.00390625,0.008064516129032258,0.011764705882352941,0.01568627450980392
409,0.125448617047349,0.17355371900826447,0.20164609053497942,0.19672131147540983,0.19262295081967212,0.14173228346456693,0.12992125984251968,0.05511811023622047,0.03543307086614173,0.047058823529411764,0.03937007874015748,0.0311284046692607,0.030534351145038167,0.007547169811320755,0.0037313432835820895,0.0037313432835820895,0.00749063670411985,0.015037593984962405,0.019011406844106463,0.003861003861003861,0.007662835249042145,0.011450381679389313,0.01107011070110701,0.003663003663003663,0.0035211267605633804,0.0035211267605633804,0.007042253521126761,0.010526315789473684,0.01060070671378092,0.01056338028169014,0.017605633802816902,0.0035971223021582736,0.007168458781362007,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0035335689045936395,0.007194244604316547,0.007142857142857143,0.0035714285714285713,0.0035460992907801418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,0.146609536619979,0.15139442231075698,0.18326693227091634,0.2570281124497992,0.20481927710843373,0.196,0.20553359683794467,0.05555555555555555,0.05511811023622047,0.042801556420233464,0.05747126436781609,0.04198473282442748,0.03076923076923077,0.0038314176245210726,0.019455252918287938,0.03488372093023256,0.0398406374501992,0.04780876494023904,0.044715447154471545,0.016260162601626018,0.028455284552845527,0.024193548387096774,0.027888446215139442,0.016,0.004048582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.008333333333333333,0.00411522633744856,0.0,0.004132231404958678,0.00816326530612245,0.01646090534979424,0.024390243902439025,0.012345679012345678,0.00823045267489712,0.0040650406504065045,0.0040650406504065045,0.003952569169960474,0.00784313725490196,0.008097165991902834,0.012048192771084338,0.012295081967213115,0.02032520325203252,0.02040816326530612,0.012195121951219513,0.00816326530612245,0.004132231404958678,0.0125,0.024691358024691357,0.028925619834710745,0.028688524590163935,0.012145748987854251,0.016260162601626018,0.027888446215139442,0.02834008097165992,0.0199203187250996,0.01984126984126984,0.019455252918287938,0.01568627450980392,0.027559055118110236,0.03543307086614173,0.038910505836575876,0.04247104247104247,0.046153846153846156,0.05303030303030303,0.05303030303030303,0.04924242424242424,0.04980842911877394,0.05747126436781609
